,restoran_name,date,estimation,title,text
305,Роллы Доставка еды О! Суши,30/05/2019 17:20,5,вкусно сытно не обычно,решили с девочками побаловать себя в обед роллами пошарив на просторах интернета среди доставщиков роллов по рязани мы остановили свой выбор на о суши ни разу у них не заказывали решили попробовать. так вот очень душевно получилось доставка в течение 2х часов тут все четко сработано выбор на сайте о суши не большой мы заказали на троих майский сет на 1100гр роллов много у каждого свой четкий вкус к слову сказать как-то заказали запеченые роллы у другого поставщика так названия были разные а на вкус все как один. в состав сета входят филадельфия роллы в классическом их исполнении но добавили немного красной икры рыбка на них практически не соленая а икра не белковая. калифорния икры тобико не пожалели сверху посыпан стружкой нори. ролл со стружкой тунца мне очень понравился внутри какая-то смесь с крабовой палочкой с не перемороженной палочкой сверху посыпан зеленой лапшой это какая-то водоросоль по консистенции напоминает сваренную фунчезу а на вкус вроде огурца. ролл овощной тут все ясно из названия он еще и с грибом. тёплый ролл с креветкой он острый и с чесноком тоже посыпан зеленой лапшой как и ролл со стружкой тунца для особо чувствительных не рекомендую есть с вассаби. итак сет майский позволяет попробовать разные виды роллов за демократичную цену с весом не обманули но в 1100 грамм входит вес бутылочки с соусом все роллы по своему вкусные по размеру крупные. имбирь не крашенный поэтому белый не обычно вассаби острый не могу сказать порошковый или нет я их не отличаю. упаковка классная не банальная пластмасстка а картонная коробочка с прозрачным верхом такое не стыдно и в люди заказать за это им от нас бонус соевый соус в бутылочке была мысль что это за недопитая кола у нас в заказе в общем и вкусно поели и удовольствие получили и посмеялись будем заказывать еще
306,Роллы Доставка еды О! Суши,18/09/2022 01:00,1,отвратительный сервис,"год назад решили попробовать о суши и это была наша первая ошибка роллы нам обещали привезти через 1,30 но привезли через 1,50. в роллы искушение не доложили масаго на претензию дали скидку на след заказ 10 спустя год решаемся заказать здесь снова делаем заказ нам обещают время ожидания 1,30-2часа максимум ждём проходит 2,30 звоним узнаем там говорят курьер сейчас только сейчас выезжает ок ждём надеемся что курьер уже сейчас приедет к нам проходит 30мин звоним узнаем где же наш заказ почему так долго и вобще когда курьер будет ведь мы уже может спать ляжем в итоге 10мин там пытаются связаться с курьером поскольку он не ответил итог нам звонят и говорят что курьер приедет через 20минут.т е время ожидания заказа 3,30 вместо обещанных максимум 2х часов внимание на сайте написано доставка быстрее ветра .обещают скидку 50 но нам уже эти роллы не нужны никаких извинений не последовало сказали хорошо сейчас скажу курьеру чтобы не вёз вам в главном офисе ссылаются на загруженность но нам даже не позвонили и не предупредили клиентоориентированность 0.пусть жрут сами свои роллы"
307,Роллы Доставка еды О! Суши,21/09/2021 20:25,1,отвратительно,отвратительно во всех смыслах соотношение цены и качества просто смешное несмотря на внушительные размеры самих ролов а так же то что их по ценнику можно поставить в разряд хороших по вкусу что-то среднее между чебуречной и сушивоком после того как поели у меня ещё часа три болел живот несмотря на то что переварить могу хоть гвозди. ожидание в районе двух часов что просто смешно учитывая то что ресторан совсем не далеко. осильно недовольны больше заказывать не будем
308,"Служба доставки готовой еды ""Окидоки"", Пущино",30/12/2019 16:48,5,заказывать роллы в пущино только в окидоки,если вам нужно заказать роллы в пущино то делать это следует только в окидоки. самые вкусные роллы и суши именно у них рыба в роллах и суши не замороженная только свежая это чувствуется и по вкусу и видно рис в роллах вкусный не пресный и не сухой суши тоже на высоте рекомендую заказать суши сет в общем в пущино они 1. да и не только в пущино друзья москвичи каждый раз сетуют что у них таких вкусных роллов на доставку не встретишь.про пиццу ничего не скажу не любитель но говорят и она неплоха приходит горячая тонкая итальянская.другие блюда не пробовал но есть и азиатская лапша вок и итальянская паста и различные супы с салатами.скорость доставки приемлемая 40-80мин раньше в выходные было долгое ожидание желающих много не справлялись сейчас же все выровнялось видимо работают над этим. лучше заказывать через приложение или через сайт но лучше через приложение там действует бонусная система можно оплатить бонусами часть заказа
309,Сайт  Catery.ru - агрегатор доставки еды,28/04/2020 01:41,5,современный вариант сказочной скатерти-самобранки,я думаю многие сталкивались с ситуацией когда по случаю своего дня рождения хочется или необходимо накрыть поляну на работе в офисе и самое неприятное во всём этом что надо ехать в большой магазин выбирать набирать закупать привозить-заносить всё это а затем помыть нарезать и разложить лично меня всё это грузит нереально и для решения всех этих проблем и существует ссылка сервис для заказа еды в офис и на мероприятия один договор с открывает доступ к сотням проверенных ресторанов тысячам блюд разнообразных кухонь эксклюзивным акциям и корпоративным скидкам. это если кратко воспользоваться их услугами мне посоветовали друзья которые уже поработали с ними и остались очень довольны всё очень даже просто на сайте нужно выбрать еду на свой вкус или на вкус вашей компании и на свой кошелёк делаете заказ с вами его согласовывают подтверждают и в конце концов всё это привозят аккуратно уложенное по отдельным подносам в которых можно подавать прямо на стол вот как это выглядело у меня если нужно что бы еда приехала разогретой то она прибудет готовой к употреблению можно заказать и напитки а так же одноразовую посуду если требуется на нужное количество персон. варианты заказа могут быть разные как и кухни можно сделать заказ из какого то конкретного ресторана а можно набрать разного вида еды есть практически все кухни японская китайская грузинская русская паназиатская бургеры канапе сладкое горячее есть готовые наборы так называемые сеты но можно составить самому очень удобно что на сайте указывается на какую компанию рассчитан тот или иной набор на 3-5-10 или больше человек. я немного затянул с заказом поэтому не всё из предлагаемого можно было заказать в некоторых ресторанах блюда нужно заказывать аж за суток поэтому лучше заняться этим делом заблаговременно чтобы не столкнуться в последний момент что чего-то могут не привезти у меня в день доставки были корректировки по меню что не очень приятно но всё в конце концов закончилось хорошо. всё привезли заказанные хинкали были горячие осталось только достать спиртное из хорошего ещё то что при регистрации тебе начисляют приветственные баллы которые сразу можно использовать для оплаты пусть это 200 рублей но всё равно приятно а можно их и копить если собираетесь часто пользоваться услугами этого агрегатора. а они к каждому празднику присылают напоминания о себе и свои предложения так что из неприятного это только муки выбора среди более 600 ресторанов и невероятного ассортимента блюд приятного аппетита и весёлых праздников
310,"Территория доставки еды, Новочебоксарск",14/01/2021 22:12,5,мой вкусовой оргазм здесь самые вкусные роллы я такие ни в питере ни в москве ни на пхукете не ела территория доставки качество цена и обслуживание,доброго времени суток всем заглянувшим мы с мужем очень любим заказывать еду и так как город у нас небольшой выбор заведений где можно заказать доставку маленький балуем себя едой раз в неделю муж считает что я должна хоть один день отдохнуть от готовки раз в неделю это в какой-то степени часто поэтому мы стараемся совершать покупки еды с разных сайтов год назад в январе я увидела красочную рекламу аппетитных роллов в вконтакте решили попробовать и понеслось. в данном отзыве я хочу рассказать вам о территории доставки еды города новочебоксарск. основная информация находится в городе новочебоксарск осуществляет доставку по новоечбоксарску есть сайт страница в там можно найти меню актуальных блюд но при звонке лучше спросить нет ли у них новых блюд которые не указаны в меню. меню имеются роллы бургеры десерты. цены средняя чаще всего наш чек составляет 600 рублей за 700 грамм. заказать можно тремя способами время доставки оператор всегда информирует и примерном времени ожидания чаще всего это полтора часа иногда говорят что надо ждать 1.40. а в праздничные и предпраздничные дни два часа и курьер всегда привозит именно через столько через сколько обещал оператор мы привыкли к такой долгой доставке она для нас уже нормальная поэтому звоним всегда заранее. курьер мне кажется что почти год нас обслуживал один и тот же человек и если не год то около года точно для меня это говорит лишь о том что наверняка там хорошая работа с кадрами. по приезду курьер всегда звонит и просит забрать заказ у нас не работает домофон прежний курьер который работал очень долго всегда уже стоял у двери и ждал когда мы спустимся спускаемся мы очень быстро а вот нынешний не выходит из машины пока ты не откроешь дверь подъезда. всегда привозят всю заказанную еду ни разу не было такого чтоб курьер что то забыл отдать. расплатиться можно как наличкой так и картой оператор при заказе сразу уточнит чем вы будете расплачиваться и если наличными то какой купюрой чтоб у курьера была сдача. если заказывать горячую еду например горячие роллы бургеры или куриные крылышки она обязательно приедет горячей. акции у данной службы доставки практически нет акций и те кто хоть раз попробует их роллы согласятся с тем что цена на такой качественный продукт уже акция но давайте перечислю о известных мне еда начну с позиции которой уже нет в меню удон почему пишу о ней раз её нет да потому что хочу чтоб его вернули какое замечательное блюдо было и стоило копейки удон доставлялся в белом боксе состоящем из трех разделов одного большого и двух маленьких так же внутри всё было обернуто в фольгу которая сохраняло тепло в самой большой части была вкусная вермишель с курицей вот действительно вкусная все специи и соль там были в норме в следующем отсеке запеченные роллы в количестве четыре штуки так же очень вкусные а в третьем отсеке был салат по началу как только блюдо появилось этот салат был невкусным будто уксусным я например есть его не могла а вот потом повора что-то изменили и салат тоже стал вкусным. следующее это бургеры кажется что раньше это было их основное блюдо но возможно я путаю на сайте достаточно большой выбор бургеров и примерная их цена около 300 рублей бургеры просто огромные и естественно даже не лезут в рот в отличии от макдонольдовских данные гораздо свежее и питательнее я например могу съесть лишь пол булочки и тогда у меня есть возможность немного попробовать роллов а если съем целый то в это вечер уже ничего не смогу есть. где-то три месяца мы вообще не заказывали бургеры так как были разочарованы но потом решили попробовать заказать но с курицей или креветками и о аллилуя они были такими вкусными тепрь мы берем и их. на сайте представлено девять разновидностей бургеров я рекомендую вам цезарь бургер и бургер с креветкой в цезаре огромный кусок сочной куриной грудки а в креветочном огромная зажаренная в панировке креветка. для начала рассмотрим отдельные роллы отдельно их мы заказываем реже но заказываем средняя цена- 250 на обычные 200 на горячие 250 на запеченные часто заказываем горячие запеченные реже и очень любим пробовать новинки особенно среди холодных роллов последними были с названием аляска они в перемешку с крабовыми палочками и рыбой обсыпаны икрой вкусные но нам с мужем понравились не так чтобы заказывать их постоянно. а вот буквально вчера я заказала роллы сливочная лава вот это вкусно так вкусно идеально сваренный рис прошу заметить что рис в роллах от территории доставки всегда идет тонким умеренным слоем очень вкусный и очень свежий сливочный сыр красная рыба качественная свежая порубленная кусками рыба которая явно стоит дорого и сама сливочная лава опять же из сыра икры и той же вкусной рыбы и куски рыбы в этой лаве ощутимы. всего на сайте представлено 15 разновидностей холодных роллов. далее перейдем к сетам всего на сайте представлено сетов мы пробовали все какие-то один раз какие-то по нескольку раз а какие-то часто и на постоянной основе. когда к нам приезжают друзья мы всегда заказываем биг сет за 1300 рублей в нем шесть разновидностей роллов и весит он 1555 грамм в подарок к нему идут куриные крылышки сет достаточно питательный и действительно может накормить небольшую компанию все роллы внутри свежие вкусные там представлены калифорния с креветкой калифорния банито маки ролл с рыбой свежим огурцом покрытый стружкой копченой рыбы сливочный угорь чиз маки эби маки. сет нежный и сет запеченный заказывали по одному разу и они нас не впечатлили опять же они вкусные у данной компании нет невкусных роллов но просто они именно нам не зашли по наполнению и предпочтению. ну самый любимый и самый часто заказываемый сет чиз маки сет унаги маки так же восхитительны вкуснее угря я не ела мне кажется что в других роллах угорь был каким то безвкусным и резиновым здесь же это настоящий кусок вкусной рыбы с приятным нежным вкусом а все это дополняет сладкий соус унаги с кунжутом какой же он вкусный и как прекрасно он сочетается с угрем и рисом. вассаби всегда представлено в виде розочки и в нормальном цвете к сожалению я его не ем поэтому о вкусе ничего не могу сказать. имбирь лишь у этой доставки я узнала что имбирь бывает белый вернее он белый а до этого я ела крашенный скажу вам что во вкусе разницы никакой а значит и красить не надо имбиря всегда кладут достаточно и он у нас обычно остается пластинки имбиря хорошего качества тонкие в хорошем размере. вывод я мой муж мы безумно счастливы что в нашем городе появилась такая качественная и вкусная еда со службой доставки признаюсь что я и в соседних чебоксарах такое не встречала наша семья заказывала подобную еду в разных службах доставки и обычно эта еда либо изначально не вкусная либо портиться со временем мы очень боялись что территория доставки испортятся поэтому я не писала этот отзыв пока не прошел год с дня нашего знакомства и удостоверилась в том что если они и меняются то только к лучшему. очень жду когда они расширят меню возможно вернут те божественные макарошки за 250 рублей и надеюсь что это произойдет. считаю их лучшей доставкой в нашем городе и конечно же рекомендую к покупке заказу
311,"Wasabivrn.ru, доставка еды (роллы и пицца), Воронеж",15/02/2021 11:54,5,отличная пицца,всем привет на днях мы заказывали пиццу в доставке брали мы через приложение но у них есть и сайт акция была очень хорошая за пиццы мы заплатила 700 рублей выбираешь пиццу а вторая в подарок доставка. сицилийская выглядит следующим образом очень вкусная мясная пицца с грибами достаточно сыра и начинки тесто вкусное пицца очень понравилась мы съели ее всю за вечер просто вкусно плохого ничего не скажу. за свою цену она просто шикарная. мексиканская мне вообще не понравилось она была подарочная как говорится дареному коню в зубы не смотрят муж почту один ее съел я от силы кусочка съела есть конечно можно но сицилийская вкуснее намного сложно выделить конкретные недостатки просто она не в моем вкусе возможно бедновато с начинкой. о доставке остались хорошие впечатления по акции возможно закажем еще пицца пришла к нам горячая свежая ароматная и очень вкусная. благодарю за внимание
312,"Кейтеринговый сервис доставки еды ""Сет-фуршет"" (Россия, Москва), Москва",28/01/2022 15:40,5,романтический завтрак в постели или сделай приятное своему любимому человеку чужими руками,десять лет совместной жизни это срок как говорит мой муж за убийство и то меньше дают тем не менее 10 лет пролетели незаметно сейчас понимаю что не было каких-то взлетов и падений жизнь ровная наверное счастливая но отчего же так скучно если я вам расскажу какой сюприз сделал мне муж ну кроме подарка то многие может быть даже обрадуются но не я мы ездили кататься с горки на плюшках я отбила там все по самые не могу так что романтического вечера не получилось но зато я горда собой что устроила мужу романтическое утро точнее завтрак еще точнее с продолжением есть в москве очень классная компания кейтеринговая под нгзванием сет-фуршет вот их ручками и был сделан сюрприз воскресным утром меню такое что хочется все и сразу вариантов для разных мероприятий очень много. скидкой я не воспользовалась какой уж тут самовывоз но 10 это весьма существенно. доставка была вовремя по предварительному звонку никаких претензий. сначала я хотела заказать просто завтрак но потом решила что мужу будет маловато а свою порцию я отдавать не собиралась поэтому заказала еще кое-что голодный муж злой муж как же я была рада что это не какие-то пакетики и много маленьких коробочек все выглядело солидно большие картонные коробки. в комплекте были столовые приборы и салфетки с зубочистками. салфетки между прочим брендированные. столовые приборы явно заслуживают отдельного внимания посмотрите как из обычных безликих одноразовых вилок-ножей сделали прямо конфетку я реально когда увидела то поверила что они металлические еще в заказе была маленькая визитка. итак пошли завтракать вот что входит в завтрак стоимость такого набора комплекта 2290 рублей. все аккуратно упаковано вот он мой идеал кто бы каждый день меня так кормил три стеклянные баночки в одной шоколадный крем в другой клубничный джем но по факту это суфле и соус голландез фольгированные контейнеры удобные и пусть не герметично закрыты в любом случае все свежее. две порции. яйцо пашот с малосоленой семгой на французском багете. помидорки черри и к ним соус голландез все съели пальчики облизали и к десерту перешли в другом контейнере было все еще красивее и вкуснее услада моему взору и блаженство для вкусовых рецепторов свежайщие оладушки и ягоды идеальное утро продолжается муж налетел на шоколадную пасту я предпочла клубничное удовольствие а можно и побаловаться соусом голландез потому что не все любят сладкое хотя из 10 человек любят девять а один просто врет что не любит после оладьев пошел французский завтрак круассаны и опять муж съел с шоколадом а я с клубничным муссом. вижу еще не совсем ублаженные глаза мужа и понимаю что пора на сцену выпускать брускетту еще один заказанный мною сет. знаете хотела сначала заказать мясной сет но потом подумав заказала веганский ну чтобы муженек и сыт был и не пыхтел лишний раз я же рассчитывала на продолжение романтического утра глядя на эту коробку я чувстваала себя на фуршете хотя сидела в ночнушке если так можно назвать кусочек тряпочки размером с кленовый листок и пару веревочек открываю коробку и первый аромат который я ловлю глотаю и балдею от него это аромат запеченного сладкого перца четыре вида бутербродов по каждого. выглядит все эстетически красиво теперь я уже знаю что все и обалденно вкусно. стоимость такого сета 1190 рублей. это брускетта с вяленными томатами творожным муссом и сыром пармезан сказать что вкусно ничего не сказать я из трех съела два мне очень понравились эти бутерброды. брускетта с печеным болгарским перцем и творожным сыром. вкусно-вкусно-вкусно мясистый перец был потрясающий в сочетании с творожным сыром это объедение. брускетта с шампиньонами и творожным муссом. было вкусно я даже выменяла один бутербродик у мужа на другой а это классика жанра брускетта с томатами и моцареллой с соусом песто. все просто но зато как красиво и так же вкусно короче иногда можно себе позволить и побарствовать отличный вариант удивить накормить порадовать и при этом не делать лишних телодвижений на кухне с удовольствтием рекомендую
313,Сеть ресторанов Донер 42 — еда и доставка,4/03/2022 15:18,5,классные,вкусно есть донеры и в булке и в лаваше мясное меню очень интересное и разное всё халяль сотрудники приветливые готовят быстро буквально за 4-5 минут. слежу за проектом и командой уже давно видно как растут и меняются как только приехала в москву сразу пошла пробовать ребята вы огонь а донер с омлетом и картофельными оладушками просто пушка. успехов вам ещё увидимся
314,"PICO-PICO Доставка еды и обедов Пиццерия Быстрое питание, Чебоксары",5/01/2023 14:59,5,все отлично вкусно и недорого еще и пицца за баллы,"приветствую всех я установила общее приложение для таких небольших сетей доставки и за регистрацию получила 600 баллов на эти свои баллы заказала одну пиццу маленькую милано ,300 граммов если не за баллы то обошлась бы она мне в 409 рублей. за свои деньги я заказала еще большую пиццу калорийную,600 граммов за 559 рублей. пиццу привезли в хорошей твердой коробке целую. это кусочек уже попробовали. еще я заказала ребенку бургер он реально был большой размером с блюдце и довольно вкусный. это бургер классический булка говяжья котлета помидоры огурец маринованный лук айсберг соус гриль и 50 граммов картофеля фри всего вес 180 граммов за 289 рублей. заказала еще и картофель фри 100 граммов ребенку с чесночным соусом 149 рублей. заказ вышел на 997 рублей но одна пицца была за баллы бесплатной сейчас у меня 391 балл я еще 100 баллов получила за этот заказ в следующий раз смогу бургер бесплатно ребенку взять разве плохо. оплачивала курьеру по карте привезли на 10 минут раньше обещанного в 15-50 вчера вместо 16-00. я рекомендую доставку в моем городе в праздничные дни привезли все вовремя"
315,"My Food, доставка готовой еды, Нижний Новгород",21/01/2023 13:11,5,как питаться вкусно разнообразно доступно и при этом не готовить,зачем мне сервис готового питания лирика привет я и я расскажу о своем опыте покупки готовой еды от my я из нижнего новгорода живу один и вот уже года работаю удаленно коротко я никогда не любил готовить каждый день это всегда занимало много времени часто не хватало фантазии и разнообразия а варить на неделю литров супа тоже не хотелось да и нет у меня таких емкостей как и мыть посуду плиту столовые приборы и прочее прочее. почему my как итог вышесказанного я задумался о заказе готовой еды и первым делом решил проанализировать предложение зашел в поисковик набрал готовая еда с доставкой и взял компании с первой страницы привет продвижение сравнивал по наполнению рациона отзывам о качестве цене и условиям в моем городе основных сервисов поэтому анализ был недолгим по соотношению цена-качество победил my хотя в первую очередь была цена но качество тоже не подкачало. о продукте сервис предлагает варианта рациона каждый из которых отличается количеством блюд приемов пищи то есть калорий это удобно если вы следите за весом. блюда 800-1100 ккал блюда 1100-1400 ккал блюд 1500-1800 ккал блюд 1800-2000 ккал мой вариант возможен заказ на 12 24 30 дней за заказ на 30 дней в подарок идет термосумка в которой можно носить свой дневной рацион например на работу. на каждом контейнере указано название состав блюда содержание бжу и рекомендации по подогреву требуется или не требуется меню можно найти на сайте. стоимость и бонусы цена напрямую зависит от количества блюд и дней на которые делается заказ месячный рацион обойдется вам от 15 000 до 20 100 рублей меньше дней дешевле можно например выбрать вариант по будням а в выходные приготовить что-нибудь самостоятельно. действует бонусная программа от стоимости заказа вы получаете бонусами и можете использовать как скидку на следующий заказ является партнером халвы поэтому покупки мне возвращается бонусами. итоговая стоимость для меня составляет 20 100 18 291 руб или 610 руб в день за блюд коробочка обходится в 102 рубля приемлемо сервис доставка служба поддержки доставка происходит раз в дня в 2-х часовой интервал времени который вы выберете у меня доставка происходит с до 11 утра курьер звонит за 10 минут а потом приезжает и передает пакет с контейнерами. управлять заказом можно через приложение можно поменять адрес доставки или дату например когда я езжу в командировки я сдвигаю даты доставки на неделю и более доставку на завтра можно перенести до 10-00 утра сегодня учтите. есть своя служба поддержки с которой я общаюсь в чате приложения когда возникали срочные командировки и переносы дат они шли мне на встречу даже если правила переноса выше не соблюдались. мои впечатления я пользуюсь этим сервисом уже около года и я доволен концептуально меня привлекает что все-таки может смутить мой вердикт однозначно рекомендую поэтому и продолжаю заказывать каждый месяц.
316,Доставка китайской еды Chin Chin Челябинск,18/05/2012 07:55,4,вкусно а самое главное много см фото,
317,Доставка китайской еды Chin Chin Челябинск,7/04/2015 18:34,4,и ресторан неплох и с доставкой не налажали,всем доброго дня с этим ресторанчиком у меня много хорошего связано. доставку еды у них заказывала всего один раз принесли быстро лапша в коробочке была ничуть не хуже чем в самом ресторанчике. а вот ходим мы туда частенько нравится обслуживание и обстановка но в рестораны не за этим ходят так что лучше поговорим о еде меня очень радуют порции чтобы наесться вполне достаточно одного блюда совсем нет необходимости брать первое второе и салат очень нравится что в блюдах из лапши не только лапша и пара кусочков чего-нибудь мяса и овощей тоже достаточно много роллами тоже подкупают постоянно проходит акция по которой заказываешь одну порцию а приносят две но главное что они вкусные в них начинки много. не без изъянов конечно я считаю что раз назвался груздем полезай в корзинку раз замахнулись на китайскую кухню то китайского в ней должно быть побольше если иметь знакомство с китайской кухней поверхностное то и какая есть очень даже хороша
